Transaction_ID,Date,SKU_ID,Product_Name,Category_L1,Category_L2,Category_L3,Unit_Price,Unit_Cost,Quantity_Sold,Total_Sale_Amount,Discount_Applied,Promotion_ID,Payment_Method,Store_ID,Store_Location,Region,Stock_On_Hand,Customer_ID
TXN001444,2022-05-05,SKU011,Chic Sandals Require,Footwear,Sandals,Formal,49.81,28.89,4,199.24,0.0,,Gift Card,STR006,Port Keith,South,4,
TXN001445,2020-12-07,SKU004,Luxurious Skincare Site,Beauty,Skincare,Casual,121.96,90.6,5,609.8,,,Gift Card,STR011,New Jessica,Midwest,35,
TXN001446,2024-04-04,SKU043,Elegant Dresses Save,Clothing,Dresses,Formal,197.21,114.3,1,197.21,19.57,PROMO005,Cash,STR008,Ramirezstad,South,39,
TXN001447,2022-08-20,SKU025,Classic Handbags Agreement,Accessories,Handbags,Formal,112.48,82.51,5,562.4,0.0,,Credit Card,STR007,Port Jesseville,Midwest,55,
TXN001448,2021-12-01,SKU009,Trendy Sneakers Since,Footwear,Sneakers,Casual,18.71,10.63,9,168.39,5.64,PROMO001,Gift Card,STR006,Port Keith,South,11,
TXN001449,2021-10-14,SKU033,Stylish Pants Discussion,Clothing,Pants,Seasonal,121.8,61.16,3,365.4,0.0,,Cash,STR015,Adamsborough,South,0,
TXN001450,2020-11-11,SKU037,Vintage Handbags Table,Accessories,Handbags,Casual,77.32,48.2,2,154.64,0.0,,Cash,STR013,Lake Mark,Northeast,0,
TXN001451,2024-11-17,SKU040, Stylish Scarves Song ,Accessories,Scarves,Formal,176.15,92.06,8,1409.2,0.0,,Credit Card,STR002,Cassandraton,West,79,
TXN001452,2023-12-13,SKU009,Trendy Sneakers Since,Footwear,Sneakers,Casual,18.71,10.63,2,30.04,14.37,PROMO001,Cash,STR004,New Kellystad,Midwest,30,d31edf1a-e9ff-4cae-81c8-ca8c2a1f955a
TXN001453,2024-01-08,SKU006,Vintage Sandals Election,Footwear,Sandals,Casual,28.38,21.41,9,255.42,16.35,PROMO004,UPI,STR007,port jesseville,Midwest,37,
TXN001454,2023-04-27,SKU004,Luxurious Skincare Site,Unknown,Skincare,Casual,121.96,90.6,1,121.96,19.48,PROMO003,Cash,STR008,,South,25,
TXN001455,2023-12-10,SKU049,Minimalist Makeup Source,Beauty,Makeup,Seasonal,,9.21,6,105.3,0.0,,Credit Card,STR002,Cassandraton,West,76,ce7607ad-f7a6-4b94-bb5a-611af1b64afe
TXN001456,2022-04-24,SKU033,Stylish Pants Discussion,Clothings,Pants,Seasonal,121.8,61.16,8,974.4,6.9,PROMO002,Credit Card,STR011,NEW JESSICA,Midwest,88,56b60afc-ded2-45d0-bf1e-83664b8e63d4
TXN001457,2024-03-24,SKU011,Chic Sandals Rzquire,Footwear,Sandals,Formal,49.81,28.89,9,448.29,0.0,,UPI,STR002,Cassandraton,West,56,f6802cdb-77e4-40c7-9d7b-c313cde22f1c
TXN001458,2024-04-14,SKU046,Minimalist Sandals Fall,Footwear,Sandals,Casual,100.59,78.04,13,1307.67,0.0,,Credit Card,STR008,Ramirezstad,South,47,
TXN001459,2023-05-25,SKU044,Bohemian Earrings Knowledge,Jewelry,Earrings,Formal,135.76,87.7,6,814.56,0.0,,UPI,STR002,Cassandraton,West,64,
TXN001460,2022-09-28,SKU021,Trendy Makeup Discover,Beauty,Makeup,Seasonal,139.52,92.24,4,558.08,0.0,,Cash,STR009,West Michael,Northeast,53,
TXN001461,2022-08-03,SKU021,Trendy Makeup Discover,Beauty,Makeup,Seasonal,139.52,92.24,7,976.64,,,UPI,STR015,Adamsborough,South,19,
TXN001462,2022-02-28,SKU027,Elegant Boots Decide,Footwear,Boots,Casual,55.77,37.38,6,334.62,0.0,,UPI,STR001,North Noahstad,South,47,f76c8ede-c110-4266-a408-a6dc1346d1a9
TXN001463,2024-06-08,SKU043,Elegant Dresses Save,Clothing,Dresses,Formal,197.21,114.3,10,1972.1,0.0,,Credit Card,STR015,Adamsborough,South,0,
TXN001464,2021-07-08,SKU022,Trendy Sneakers Early,Footwear,Sneakers,Formal,65.77,36.01,7,460.39,16.6,PROMO005,Credit Card,STR004,New Kellystad,Midwest,78,
TXN001465,2022-06-05,SKU028,Luxurious Dresses Sense,Clothing,Dresses,Seasonal,165.04,130.94,1,180.74,0.0,,Cash,STR014,East Lydiamouth,West,91,
TXN001466,2021-08-15,SKU010,Trendy Sandals Blue,Footwear,Sandals,Casual,82.22,52.29,8,657.76,0.0,,Credit Card,STR004,New Kellystad,Midwest,0,
TXN001467,2020-11-20,SKU022,Trendy Sneakers Early,Footwear,Sneakers,Formal,65.77,36.01,10,657.7,0.0,,Cash,STR011,New Jessica,Midwest,37,
TXN001468,2022-02-03,SKU045,Elegant Scarves Grow,Accessories,Scarves,Casual,120.04,79.55,10,1111.78,0.0,,Cash,STR014,East Lydiamouth,West,54,b966442a-ad23-4d36-9c32-2c9739c1e262
TXN001469,2021-10-30,SKU045,Elegant Scarves Grow,Accessories,Scarves,Casual,120.04,79.55,6,720.24,0.0,,Gift Card,STR004,New Kellystad,Midwest,36,
TXN001470,2023-03-28,SKU022,Trendy Sneakers Early,Footwear,Sneakers,Formal,65.77,36.01,4,263.08,0.0,,UPI,STR012,South Noah,Northeast,30,
TXN001471,2023-06-02,SKU016,Classic Necklaces Performance,Jewelry,Necklaces,Formal,56.86,38.01,8,454.88,0.0,,UPI,STR014,East Lydiamouth,West,13,
TXN001472,2020-10-30,SKU040,stylish scarves song,Accessories,Scarves,Formal,176.15,92.06,8,1409.2,0.0,,Gift Card,STR006,Port Keith,South,94,f79efd70-65bc-4272-badd-7ea3aca5e2fd
TXN001473,2022-07-09,SKU025,Classic Handbags Agreement,Accessories,Handbags,Formal,,82.51,5,562.4,0.0,,Credit Card,STR013,,Northeast,61,5da36f1b-8eac-4a33-8df9-74a7d882b5c1
TXN001474,2023-07-20,SKU001,Stylish Pants Purpose,Clothing,Pants,Formal,52.41,37.78,10,524.1,,,Cash,STR006,Port Keith,South,41,
TXN001475,2021-10-05,SKU039,Stylish Dresses According,Clothing,Dresses,Casual,111.89,60.65,4,447.56,0.0,,Credit Card,STR015,Adamsborough,South,94,03902c5d-6502-46a2-8a6a-2224171e16cc
TXN001476,2024-12-17,SKU013,Bohzmian Earrings Wait,Jewelry,Earrings,Formal,51.73,30.9,5,258.65,0.0,,Credit Card,STR009,West Michael,Northeast,2,
TXN001477,2021-02-22,SKU010,Trendy Sandals Blue,Footwear,Sandals,Casual,82.22,52.29,7,575.54,9.3,PROMO002,Credit Card,STR005, Lake_Chad ,West,21,
TXN001478,2024-04-02,SKU021, Trendy Makeup Discover ,Beauty,Makeup,Seasonal,139.52,92.24,8,1116.16,14.13,PROMO004,Credit Card,STR002,,West,42,
TXN001479,2020-09-10,SKU004,Luxurious Skincare Site,Unknown,Skincare,Casual,121.96,90.6,8,975.68,0.0,,Credit Card,STR014,East Lydiamouth,West,71,ac1e86d8-bfbf-497b-ac3e-7b0d5e5ba13d
TXN001480,2022-06-08,SKU042,Luxurious Handbags Collection,Accessories,Handbags,Formal,,77.05,6,608.76,0.0,,UPI,STR006,Port Keith,South,42,
TXN001481,2023-03-10,SKU003,Elegant Belts Ago,Accessories,Belts,Seasonal,116.64,83.37,3,349.92,0.0,,Gift Card,STR015,Adamsborough,South,14,
TXN001482,2024-01-01,SKU016,Classic Necklaces Performance,Jewelry,Necklaces,Formal,56.86,38.01,1000,341.16,0.0,,Credit Card,STR002,Cassandraton,West,64,
TXN001483,2020-05-07,SKU034,Elegant Dresses List,Clothing,Dresses,Casual,173.33,90.35,7,1213.31,0.0,,Credit Card,STR007,Port Jesseville,Midwest,0,d289f0ab-618a-4305-95a5-bafa431d029f
TXN001484,2020-11-21,SKU008,Modern Necklaces Chair,Jewelry,Necklaces,Seasonal,167.59,114.89,5,837.95,1.14,PROMO005,Cash,STR013,Lake Mark,Northeast,90,1bbc91f7-5f18-4583-b0b6-f83fa377f6f1
TXN001485,2020-03-27,SKU003,Elegant Belts Ago,Accessories,Belts,Seasonal,116.64,83.37,3,363.29,0.0,,Cash,STR004,New Kellystad,Midwest,50,
TXN001486,10/04/2023,SKU026,Chic Makeup Option,Beauty,Makeup,Seasonal,102.84,54.87,5,514.2,0.0,,UPI,STR001,North Noahstad,South,71,066803ee-78b2-4549-bbdb-c09eacc216a0
TXN001487,2021-02-13,SKU038,Trendy Pants True,Clothing,Pants,Seasonal,,15.46,10,215.2,0.0,,Credit Card,STR001,North Noahstad,South,0,
TXN001488,2022-11-08,SKU011,Chic Sandals Require,Footwear,Sandals,Formal,49.81,28.89,9,477.96,,PROMO005,Credit Card,STR007,Port Jesseville,Midwest,66,
TXN001489,2024-09-05,SKU013,Bohemian Earrings Wait,Jewelry,Earrings,Formal,51.73,30.9,6,310.38,17.96,PROMO004,Cash,STR013,Lake Mark,Northeast,4,
TXN001490,2023-08-27,SKU043,Elegant Dresses Save,Clothing,Dresses,Formal,197.21,114.3,4,788.84,0.84,PROMO001,UPI,STR009,West Michael,Northeast,26,
TXN001491,2024-02-15,SKU048,Stylish Makzup Dinner,Beauty,Makeup,Seasonal,86.72,67.86,4,346.88,0.0,,UPI,STR005,Lake Chad,West,7,
TXN001492,2021-04-15,SKU037,Vintage Handbags Table,Accessories,Handbags,Casual,77.32,48.2,5,386.6,0.49,PROMO001,Credit Card,STR015,Adamsborough,South,43,8fb864e4-f173-4856-a25d-36eb9e9a9f83
TXN001493,2024-01-14,SKU025,Classic Handbags Agreement,Accessories,Handbags,Formal,112.48,82.51,7,787.36,0.0,,Cash,STR012,South Noah,Northeast,72,
TXN001494,2024-06-16,SKU043,Elegant Dresses Save,Clothing,Dresses,Formal,197.21,114.3,2,394.42,0.0,,UPI,STR014,East Lydiamouth,West,80,38ab854c-9c2e-48de-aa4e-361753f8382b
TXN001495,2020-01-23,SKU018,Luxurious Handbags Almost,Accessories,Handbags,Seasonal,,14.02,18,490.86,0.0,,Credit Card,STR015,Adamsborough,South,7,
TXN001496,2023-08-15,SKU013,Bohemian Earrings Wait,Jewelry,Earrings,Formal,51.73,30.9,6,310.38,8.36,PROMO001,Credit Card,STR007,Port Jesseville,Midwest,0,d2e82f38-a2a9-44d8-902e-fde5a5cc8bf7
TXN001497,2020-10-17,SKU017,Vintage Sneakers Knowledge,Footwear,Sneakers,Seasonal,,111.93,4,722.36,12.74,PROMO001,UPI,STR008,Ramirezstad,South,23,4d5c55c7-b379-4b1e-a8cd-a0cc76da3ca0
TXN001498,2020-06-25,SKU047,Bohemian Makeup Clearly,Beauty,Makeup,Casual,25.22,14.02,10,252.2,0.0,,Credit Card,STR004,New Kellystad,Midwest,0,
TXN001499,2020-05-09,SKU047,Bohemian Makeup Clearly,Beauty,Makeup,Casual,25.22,14.02,2,50.44,0.0,,Credit Card,STR012,South Noah,Northeast,0,
TXN001500,2022-08-11,SKU027,Elegant Boots Decide,Footwear,Boots,Casual,55.77,37.38,10,557.7,0.0,,UPI,STR003,Herrerafurt,South,36,
TXN001501,2024-01-12,SKU031,Vintage Belts Offer,Accessories,Belts,Formal,199.08,138.35,1,199.08,0.0,,Gift Card,STR004,New Kellystad,Midwest,89,
TXN001502,2020-01-04,SKU042,Luxurious Handbags Collection,Accessories,Handbags,Formal,101.46,77.05,7,710.22,0.0,,UPI,STR001,North Noahstad,South,92,
TXN001503,2020-04-06,SKU019,Classic Dresses All,Clothing,Dresses,Seasonal,160.5,100.58,7,1123.5,0.0,,Credit Card,STR006,Port Keith,South,85,
TXN001504,2024-01-27,SKU036,Stylish Fragrances Fall,Beauty,Fragrances,Formal,159.08,118.08,6,954.48,0.0,,Credit Card,STR009,West Michael,Northeast,45,
TXN001505,2020-10-29,SKU044,Bohemian Earrings Knowledge,Jewelry,Earrings,Formal,135.76,87.7,9,1221.84,0.0,,Gift Card,STR013,Lake Mark,Northeast,0,23c86d30-1dde-4969-a886-13dba6348e78
TXN001506,2020-10-08,SKU022,Trendy Sneakers Early,Footwear,Sneakers,Formal,65.77,36.01,8,526.16,0.0,,Credit Card,STR015,Adamsborough,South,6,
TXN001507,2024-10-26,SKU041,Bohemian Makeup Sure,Beauty,Makeup,Casual,168.85,133.51,9,1592.94,0.0,,UPI,STR003,Herrerafurt,South,74,4dead645-0986-4beb-b23e-323d0b9bd934
TXN001508,2024-07-29,SKU014,Chic Dresses Offer,Clothing,Dresses,Casual,86.22,44.82,2,172.44,0.0,,UPI,STR014,East Lydiamouth,West,70,18e19331-1dba-4267-be1c-a5a1fef518a6
TXN001509,2020-07-31,SKU037, Vintage Handbags Table ,Accessories,Handbags,Casual,77.32,48.2,9,695.88,0.0,,Cash,STR001,North Noahstad,South,91,
TXN001510,2022-09-28,SKU008,Modern Necklaces Chair,Jewelry,Necklaces,Seasonal,167.59,114.89,6,1005.54,0.0,,Credit Card,STR006,Port Keith,South,51,22bae10e-899c-4782-a323-6d1a3c1bdacc
TXN001511,2021-12-20,SKU048,Stylish Makeup Dinner,Beauty,Makeup,Seasonal,86.72,67.86,2,181.25,0.0,,UPI,STR007,Port Jesseville,Midwest,89,
TXN001512,2021-01-20,SKU046,Minimalist Sandals Fall,Footwear,Sandals,Casual,100.59,78.04,1000,905.31,0.0,,Credit Card,STR001,North Noahstad,South,89,
TXN001513,2021-05-10,SKU049,Minimalist Makeup Source,Beauty,Makeup,Seasonal,,9.21,4,70.2,0.0,,Cash,STR007,Port Jesseville,Midwest,4,aba4fc03-5efa-4c5b-b421-ff46637e4b01
TXN001514,2021-08-28,SKU008,Modern Necklaces Chair,Jewelry,Necklaces,Seasonal,167.59,114.89,2,335.18,9.06,PROMO001,Credit Card,STR004,New Kellystad,Midwest,52,f22b5b98-b24c-464f-be3e-6e57f30a9e32
TXN001515,2023-05-08,SKU020,Minimalist Tops Better,Clothing,Tops,Formal,199.26,131.26,4,797.04,0.0,,UPI,STR006,Port Keith,South,82,
TXN001516,2020-03-26,SKU044,Bohemian Earrings Knowledge,Jewelry,Earrings,Formal,135.76,87.7,8,1086.08,0.0,,Cash,STR008,Ramirezstad,South,50,
TXN001517,2024-04-25,SKU007,Luxurious Skincarz Dog,Beauty,Skincare,Casual,,88.6,10,1118.8,0.0,,Gift Card,STR007,Port Jesseville,Midwest,4,
TXN001518,09/25/2022,SKU049,Minimalist Makeup Source,Beauty,Makeup,Seasonal,17.55,9.21,5,87.75,0.0,,Cash,STR015,Adamsborough,South,92,
TXN001519,2020-07-11,SKU030,Stylish Fragrances Science,Beauty,Fragrances,Formal,186.49,135.5,4,745.96,0.0,,Credit Card,STR007,Port Jesseville,Midwest,71,
TXN001520,2024-10-16,SKU029,Luxurious Makeup Rate,Beauty,Makeup,Casual,189.9,104.36,2,379.8,2.58,PROMO001,Gift Card,STR004,NEW KELLYSTAD,Midwest,65,be055787-965b-4fdf-ab4b-e4118a4a0e2d
TXN001521,2021-07-16,SKU045,Elegant Scarves Grow,Accessories,Scarves,Casual,120.04,79.55,9,1080.36,0.0,,Cash,STR010,Jacquelineland,Northeast,90,
TXN001522,2020-12-22,SKU029,Luxurious Makeup Rate,Beauty,Makeup,Casual,189.9,104.36,1,189.9,0.0,,Credit Card,STR005,Lake Chad,West,20,
TXN001523,2020-06-06,SKU013,Bohemian Earrings Wait,Jewelry,Earrings,Formal,51.73,30.9,1,51.73,0.0,,UPI,STR008,Ramirezstad,South,23,
TXN001524,2020-03-30,SKU020,Minimalist Tops Better,Clothing,Tops,Formal,,131.26,15,2988.9,0.0,,UPI,STR003,Herrerafurt,South,57,
TXN001525,2020-08-25,SKU007,Luxurious Skincare Dog,Beauty,Skincare,Casual,111.88,88.6,10,1118.8,0.0,,Credit Card,STR003,Herrerafurt,South,90,
TXN001526,2023-12-21,SKU034,Elegant Dresses List,Clothing,Dresses,Casual,173.33,90.35,9,1559.97,9.48,PROMO003,Credit Card,STR015,ADAMSBOROUGH,South,9,6a35df59-e2aa-4a5d-a78e-d00dba0266ef
TXN001527,2021-06-22,SKU043,Elegant Dresses Save,Clothing,Dresses,Formal,197.21,114.3,9,1774.89,0.0,,Gift Card,STR006,Port Keith,South,16,7d45d8ef-d56c-48ea-9959-7b5aa7a8f636
TXN001528,2020-06-25,SKU037,Vintage Handbags Table,Accessories,Handbags,Casual,77.32,48.2,8,618.56,0.0,,Credit Card,STR003,Herrerafurt,South,62,f396ea37-f065-4817-a87a-48509d9b6231
TXN001529,2024-06-05,SKU043,Elegant Dresses Save,Clothing,Dresses,Formal,197.21,114.3,2,394.42,0.0,,Credit Card,STR003,Herrerafurt,South,18,
TXN001530,2022-03-11,SKU001,Stylish Pants Purpose,Clothing,Pants,Formal,52.41,37.78,14,733.74,10.5,PROMO003,Credit Card,STR006,Port Keith,South,0,
TXN001531,2020-10-07,SKU021,Trendy Makeup Discover,Beauty,Makeup,Seasonal,,92.24,8,1116.16,0.0,,Cash,STR015,,South,62,5edb0d3c-b0b6-4bcf-8860-1833479d0cda
TXN001532,2020-12-19,SKU025,Classic Handbags Agreement,Accessories,Handbags,Formal,112.48,82.51,9,1012.32,0.0,,Cash,STR009,West Michael,Northeast,66,f3579560-71d7-4665-b181-8dcf379efc6e
TXN001533,2024-04-06,SKU005,Vintagz Dresses Face,Clothing,Dresses,Seasonal,74.65,40.81,10,746.5,12.54,PROMO004,UPI,STR008,Ramirezstad,South,29,
TXN001534,2022-04-12,SKU004,Luxurious Skincare Site,Beauty,Skincare,Casual,121.96,90.6,6,731.76,0.0,,Cash,STR013,Lake Mark,Northeast,48,
TXN001535,2023-05-26,SKU015,Stylish Fragrances Begin,Beauty,Fragrances,Formal,134.53,83.23,8,1076.24,0.0,,UPI,STR012,South Noah,Northeast,83,
TXN001536,2023-07-25,SKU011,Chic Sandals Require,Footwear,Sandals,Formal,49.81,28.89,5,249.05,0.0,,Cash,STR004,New Kellystad,Midwest,54,
TXN001537,2020-06-22,SKU046,Minimalist Sandals Fall,Footwear,Sandals,Casual,100.59,78.04,1,100.59,0.0,,Credit Card,STR015,Adamsborough,South,44,
TXN001538,2023-01-01,SKU039,Stylish Dresses According,Clothing,Dresses,Casual,0.01,60.65,8,895.12,0.0,,Credit Card,STR006,Port Keith,South,89,
TXN001539,2023-02-21,SKU044,Bohemian Earrings Knowledge,Jewelry,Earrings,Formal,135.76,87.7,10,1357.6,6.75,PROMO004,Gift Card,STR010,Jacquelineland,Northeast,79,
TXN001540,2021-05-30,SKU041,Bohemian Makeup Sure,Beauty,Makeup,Casual,168.85,133.51,5,844.25,0.0,,Credit Card,STR005,,West,42,
TXN001541,2023-03-05,SKU013,Bohemian Earrings Wait,Jewelrys,Earrings,Formal,51.73,30.9,4,237.33,0.0,,Credit Card,STR006,Port Keith,South,34,
TXN001542,2023-10-03,SKU043,elegant dresses save,Clothings,Dresses,Formal,197.21,114.3,3,591.63,0.0,,UPI,STR004,New Kellystad,Midwest,88,
TXN001543,2023-01-16,SKU036,Stylish Fragrances Fall,Beauty,Fragrances,Formal,159.08,118.08,8,1050.88,0.0,,Cash,STR006,Port Keith,South,38,
TXN001544,2021-02-25,SKU039,Stylish Dresses According,Clothing,Dresses,Casual,111.89,60.65,6,671.34,12.95,PROMO004,Credit Card,STR013, Lake Mark ,Northeast,92,8b621d41-5e09-49ee-af88-bdecfb1e143b
TXN001545,2023-03-09,SKU030,Stylish Fragrances Science,Beauty,Fragrances,Formal,186.49,135.5,5,932.45,0.0,,Credit Card,STR009,,Northeast,71,
TXN001546,2020-01-07,SKU005,Vintage Dresses Face,Clothing,Dresses,Seasonal,74.65,40.81,5,373.25,0.0,,Credit Card,STR004,New Kellystad,Midwest,75,
TXN001547,2022-11-12,SKU037,Vintagz Handbags Table,ACCESSORIES,Handbags,Casual,77.32,48.2,1,77.32,0.0,,UPI,STR007,Port Jesseville,Midwest,14,
TXN001548,2022-03-03,SKU021,Trendy Makeup Discover,Beauty,Makeup,Seasonal,139.52,92.24,2,279.04,0.0,,UPI,STR002,Cassandraton,West,0,
TXN001549,2021-07-22,SKU007,Luxurious Skincare Dog,Beauty,Skincare,Casual,111.88,88.6,3,335.64,0.0,,Gift Card,STR009,West Michael,Northeast,27,5bd20c98-a513-4ea0-ba53-e34de6d5901d
TXN001550,2023-09-14,SKU037,vintage handbags table,Accessories,Handbags,Casual,77.32,48.2,17,1314.44,0.0,,UPI,STR001,North Noahstad,South,31,30974b2b-46a0-4a9b-a5ec-7acd0f8035f5
TXN001551,06/20/2023,SKU039,Stylish Dresses According,Clothing,Dresses,Casual,111.89,60.65,9,952.46,0.0,,Credit Card,STR010,Jacquelineland,Northeast,0,
TXN001552,2024-04-10,SKU015,Stylish Fragrances Begin,Beauty,Fragrances,Formal,134.53,83.23,7,941.71,12.33,PROMO002,Cash,STR003,Herrerafurt,South,35,
TXN001553,2020-09-12,SKU007,Luxurious Skincare Dog,Beauty,Skincare,Casual,111.88,88.6,4,447.52,0.0,,UPI,STR004,New Kellystad,Midwest,29,d918b3e5-f2f2-4eef-9f45-dbfdf7dc67e0
TXN001554,2020-01-07,SKU016,Classic Necklaces Performance,Jewelry,Necklaces,Formal,56.86,38.01,10,528.83,0.0,,UPI,STR011,New Jessica,Midwest,30,a9ab364a-1777-48cb-b468-5b98d2fe2fde
TXN001555,2020-06-16,SKU027,Elegant Boots Decide,Footwear,Boots,Casual,55.77,37.38,3,167.31,0.0,,Credit Card,STR012,South Noah,Northeast,49,98de8ebb-a3b5-4ece-a446-be72364c911a
TXN001556,2024-04-15,SKU018,Luxurious Handbags Almost,Accessories,Handbags,Seasonal,27.27,14.02,8,218.16,0.0,,UPI,STR004,New Kellystad,Midwest,3,
TXN001557,2023-06-14,SKU025,Classic Handbags Agreement,Accessories,Handbags,Formal,112.48,82.51,4,449.92,,,UPI,STR014,East Lydiamouth,West,90,
TXN001558,2020-12-10,SKU026,Chic Makeup Option,Beauty,Makeup,Seasonal,102.84,54.87,6,617.04,0.0,,Credit Card,STR004,New Kellystad,Midwest,30,
TXN001559,2024-12-02,SKU031,Vintage Belts Offer,Accessories,Belts,Formal,199.08,138.35,10,1990.8,0.0,,UPI,STR001,North Noahstad,South,3,
TXN001560,2021-12-07,SKU024,Modern Makeup Play,Beauty,Makeup,Seasonal,169.92,110.84,7,1189.44,0.0,,Gift Card,STR007,Port Jesseville,Midwest,0,c96b5edb-0cf2-469b-8577-aea9f8999246
TXN001561,2021-04-13,SKU018,Luxurious Handbags Almost,Accessories,Handbags,Seasonal,27.27,14.02,5,136.35,0.0,,Cash,STR006,Port Keith,South,83,
TXN001562,2022-12-23,SKU013,Bohemian Earrings Wait,Jewelry,Earrings,Formal,51.73,30.9,7,362.11,0.0,,UPI,STR014,East Lydiamouth,West,0,
TXN001563,2020-07-08,SKU040,Stylish Scarves Song,Accessories,Scarves,Formal,176.15,92.06,5,880.75,18.64,PROMO004,Cash,STR012,South Noah,Northeast,56,203c8c25-fd23-4def-be5a-87e35560db22
TXN001564,2021-01-15,SKU015,Stylish Fragrances Begin,Beauty,Fragrances,Formal,134.53,83.23,9,1210.77,17.44,PROMO005,Cash,STR007,Port Jesseville,Midwest,95,11906f50-3488-4a46-9088-2eafc9776598
TXN001565,2023-01-27,SKU031,Vintage Belts Offer,Accessories,Belts,Formal,199.08,138.35,4,796.32,19.23,PROMO005,UPI,STR007,,Midwest,0,350843f0-8de0-4fc2-83e1-5a85d46ef104
TXN001566,2024-07-31,SKU012,Classic Pants Sit,Clothing,Pants,Seasonal,111.49,63.93,8,891.92,0.0,,Credit Card,STR009,West Michael,Northeast,69,
TXN001567,2021-05-18,SKU001,Stylish Pants Purpose,Clothing,Pants,Formal,52.41,37.78,5,262.05,0.0,,Cash,STR006,Port_Keith,South,8,
TXN001568,2020-12-08,SKU004,Luxurious Skincare Site,Beauty,Skincare,Casual,121.96,90.6,3,365.88,0.0,,UPI,STR008,Ramirezstad,South,36,
TXN001569,2022-07-20,SKU012,Classic Pants Sit,Clothing,Pants,Seasonal,111.49,63.93,4,445.96,12.12,PROMO001,Cash,STR012,South Noah,Northeast,1,dea45c19-d024-4d72-b748-967f961d33ba
TXN001570,2022-12-19,SKU032,Trendy Bracelets Kind,Jewelry,Bracelets,Formal,57.1,29.65,9,548.14,0.0,,Credit Card,STR011,New Jessica,Midwest,83,
TXN001571,2021-12-25,SKU039,Stylish Dresses According,Clothing,Dresses,Casual,111.89,60.65,7,783.23,0.0,,Credit Card,STR010,Jacquelineland,Northeast,65,
TXN001572,2020-09-15,SKU003,Elegant Belts Ago,Accessories,Belts,Seasonal,116.64,83.37,6,699.84,0.0,,Cash,STR004,,Midwest,49,
TXN001573,2022-02-04,SKU002,Vintage Makeup Brother,Beauty,Makeup,Seasonal,16.04,8.47,1,16.04,,,UPI,STR006,Port Keith,South,58,
TXN001574,2024-06-06,SKU049,Minimalist Makeup Source,Beauty,Makeup,Seasonal,17.55,9.21,5,87.75,0.0,,Cash,STR012,South Noah,Northeast,57,25c61c45-c63d-44ee-941c-7a863ba5cd2f
TXN001575,2022-03-28,SKU030,Stylish Fragrances Science,Beauty,Fragrances,Formal,186.49,135.5,4,745.96,,,Credit Card,STR012,South Noah,Northeast,0,
TXN001576,2023-08-03,SKU007,Luxurious Skincare Dog,Beauty,Skincare,Casual,111.88,88.6,6,671.28,0.0,,Credit Card,STR005,Lake Chad,West,56,00b9d4a3-9892-40ac-a689-33a9c9e48e8c
TXN001577,2021-08-25,SKU023,Modern Pants Mouth,CLOTHING,Pants,Seasonal,194.66,141.83,8,1557.28,19.63,PROMO004,Cash,STR014,East Lydiamouth,West,40,
TXN001578,2020-12-05,SKU001,Stylish Pants Purpose,Clothing,Pants,Formal,52.41,37.78,9,471.69,0.0,,Cash,STR002,Cassandraton,West,67,
TXN001579,2022-07-07,SKU026,Chic Makeup Option,Beauty,Makeup,Seasonal,,54.87,8,822.72,0.0,,Credit Card,STR006,Port Keith,South,67,
TXN001580,2024-12-14,SKU029,Luxurious Makeup Rate,Beauty,Makeup,Casual,,104.36,9,1709.1,15.59,PROMO005,Credit Card,STR013,Lake Mark,Northeast,20,
TXN001581,2022-02-12,SKU022,Trendy Sneakers Early,Footwear,Sneakers,Formal,65.77,36.01,5,328.85,15.24,PROMO002,Cash,STR011,New Jessica,Midwest,51,250a4578-fbe9-4499-9bc0-80fd46fb7bf3
TXN001582,2020-03-31,SKU020,Minimalist Tops Better,Clothing,Tops,Formal,199.26,131.26,10,1992.6,15.99,PROMO002,Credit Card,STR001,North Noahstad,South,27,402adf9c-8a4b-4f7c-a147-2a15fcce96f6
TXN001583,2020-05-15,SKU011,Chic Sandals Require,Footwear,Sandals,Formal,49.81,28.89,8,398.48,0.0,,Credit Card,STR014,East Lydiamouth,West,22,
TXN001584,2022-10-07,SKU008,Modern Necklaces Chair,Jewelry,Necklaces,Seasonal,167.59,114.89,6,1005.54,0.0,,Gift Card,STR002,Cassandraton,West,34,
TXN001585,2023-01-27,SKU048,Stylish Makeup Dinner,Beauty,Makeup,Seasonal,86.72,67.86,6,520.32,0.0,,UPI,STR006,Port Keith,South,76,
TXN001586,2021-07-25,SKU039,Stylish Dresses According,Clothing,Dresses,Casual,111.89,60.65,4,447.56,,,Credit Card,STR013,Lake Mark,Northeast,66,
TXN001587,2024-01-23,SKU026,Chic Makeup Option,Beauty,Makeup,Seasonal,102.84,54.87,5,514.2,0.0,,Credit Card,STR001,North Noahstad,South,72,a93b12cd-1c24-420e-acab-d7e7cc6b66e5
TXN001588,2024-05-23,SKU015,Stylish Fragrances Begin,Beauty,Fragrances,Formal,134.53,83.23,8,1076.24,0.0,,Gift Card,STR015,,South,65,
TXN001589,2024-02-29,SKU026,Chic Makeup Option,Beautys,Makeup,Seasonal,102.84,54.87,5,514.2,3.26,PROMO004,Gift Card,STR007,Port Jesseville,Midwest,100,
